species,wavelength_vac_ang,wavelength_unc_ang,lower_level,upper_level,Aki_s-1,fik,nist_source,q_cm-1,q_source,wl_match_ang,f_q,gamma_s-1
Ni V,1236.2740,0.0060,3d5.(2F1).4s 1F J=3,3d5.(2F1).4p 1F* J=3,3.55e+09,1.16e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2067,Webb_et_al_2025,1236.277,,
Ni V,1236.2740,0.0060,3d5.(4P).4s 5P J=3,3d5.(4P).4p 3P* J=2,3.26e+08,1.07e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2067,Webb_et_al_2025,1236.277,,
Ni V,1236.6700,0.0130,3d5.(2F1).4s 1F J=3,3d5.(2G2).4p 3F* J=4,7.70e+08,2.52e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3297,Webb_et_al_2025,1236.703,,
Ni V,1236.7020,0.0050,3d5.(2G1).4s 1G J=4,3d5.(2G1).4p 1F* J=3,6.56e+09,1.67e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3297,Webb_et_al_2025,1236.703,,
Ni V,1237.1260,0.0130,3d5.(4D).4s 3D J=1,3d5.(4D).4p 3P* J=2,1.10e+08,8.37e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1237.2060,0.0020,3d5.(4D).4s 5D J=2,3d5.(4D).4p 5D* J=1,1.78e+09,8.17e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2590,Webb_et_al_2025,1237.205,,
Fe V,1237.2210,0.0040,3d3.(4F).4s 3F J=3,3d3.(4P).4p 5D* J=2,,,NIST_ASD_v5.12;L3625,2351,Hu_et_al_2021,1237.2272,1.2e-04,1.85E+09
Ni V,1237.3350,0.0050,3d5.(2D3).4s 1D J=2,3d5.(2F1).4p 1D* J=2,1.86e+09,8.53e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1237.9790,0.0050,3d5.(2D3).4s 3D J=1,3d5.(2D3).4p 3D* J=2,9.50e+08,7.28e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1238.1180,0.0050,3d5.(2D3).4s 3D J=1,3d5.(2D3).4p 3D* J=1,2.57e+09,1.97e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1238.2160,0.0050,3d5.(4D).4s 3D J=2,3d5.(4D).4p 3P* J=2,9.95e+08,4.57e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1238.5550,0.0050,3d5.(4F).4s 5F J=2,3d5.(4F).4p 5F* J=1,7.68e+08,3.53e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1238.6440,0.0130,3d5.(2D3).4s 3D J=3,3d5.(4F).4p 5G* J=4,3.17e+08,1.04e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1238.7050,0.0050,3d5.(4D).4s 5D J=4,3d5.(4D).4p 5D* J=4,4.24e+09,1.08e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1238.9690,0.0130,3d5.(4G).4s 5G J=3,3d5.(4P).4p 5S* J=2,2.81e+08,9.24e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1239.0580,0.0050,3d5.(4D).4s 5D J=4,3d5.(4G).4p 3G* J=4,1.43e+09,3.65e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1239.5560,0.0050,3d5.(4F).4s 5F J=5,3d5.(4F).4p 5G* J=6,4.07e+09,8.52e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1239.6710,0.0050,3d5.(2D3).4s 3D J=1,3d5.(2D3).4p 3P* J=0,9.61e+08,7.38e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1239.7760,0.0050,3d5.(2G1).4s 3G J=4,3d5.(2G1).4p 3G* J=3,1.22e+09,3.12e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1239.9590,0.0020,3d5.(2F1).4s 3F J=4,3d5.(2F1).4p 3G* J=4,1.77e+09,4.55e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1240.1600,0.0050,3d5.(2H).4s 1H J=5,3d5.(2F2).4p 3F* J=4,7.38e+08,1.55e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1240.3210,0.0020,3d5.(2G1).4s 3G J=3,3d5.(2G1).4p 3G* J=3,6.61e+09,2.18e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1241.0430,0.0200,3d5.(4D).4s 5D J=1,3d5.(4D).4p 5D* J=2,3.70e+08,2.85e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2195,Webb_et_al_2025,1241.041,,
Ni V,1241.0430,0.0200,3d5.(4F).4s 3F J=4,3d5.(2G2).4p 3H* J=5,7.36e+08,1.89e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2195,Webb_et_al_2025,1241.041,,
Ni V,1241.0430,0.0200,3d5.(4F).4s 5F J=4,3d5.(2F1).4p 3G* J=5,8.25e+08,2.12e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2195,Webb_et_al_2025,1241.041,,
Ni V,1241.1740,0.0220,3d5.(2S).4s 3S J=1,3d5.(2S).4p 1P* J=1,5.76e+07,4.43e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1241.1740,0.0220,3d5.(2F1).4s 3F J=4,3d5.(2H).4p 3H* J=5,1.98e+08,5.08e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1241.3340,0.0050,3d5.(4F).4s 5F J=3,3d5.(4F).4p 5F* J=2,3.59e+09,1.19e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2656,Webb_et_al_2025,1241.333,,
Ni V,1241.4290,0.0060,3d5.(2I).4s 1I J=6,3d5.(2I).4p 1I* J=6,3.50e+09,6.22e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3295,Webb_et_al_2025,1241.429,,
Ni V,1241.4290,0.0060,3d5.(2H).4s 3H J=6,3d5.(2H).4p 1I* J=6,1.08e+09,1.93e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3295,Webb_et_al_2025,1241.429,,
Ni V,1241.6410,0.0020,3d5.(2I).4s 3I J=5,3d5.(2I).4p 3H* J=4,8.21e+09,1.72e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3610,Webb_et_al_2025,1241.640,,
Ni V,1241.9910,0.0020,3d5.(4F).4s 5F J=5,3d5.(4F).4p 5F* J=4,4.17e+09,8.76e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2687,Webb_et_al_2025,1241.988,,
Ni V,1242.0800,0.0020,3d5.(2I).4s 3I J=6,3d5.(2I).4p 3H* J=5,9.66e+09,1.72e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1242.1420,0.0050,3d5.(2I).4s 3I J=5,3d5.(2I).4p 3H* J=5,1.11e+09,2.34e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1242.6450,0.0020,3d5.(4F).4s 5F J=4,3d5.(4F).4p 5F* J=4,1.25e+09,3.22e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1243.2280,0.0020,3d5.(4F).4s 5F J=4,3d5.(4F).4p 5F* J=3,4.24e+09,1.09e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1243.3350,0.0050,3d5.(2F1).4s 3F J=2,3d5.(2F1).4p 3F* J=2,1.22e+09,5.66e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1243.4160,0.0050,3d5.(4D).4s 5D J=2,3d5.(4D).4p 5D* J=2,3.04e+08,1.41e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1243.5050,0.0020,3d5.(4D).4s 5D J=3,3d5.(4D).4p 5D* J=2,2.39e+09,7.92e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2377,Webb_et_al_2025,1243.504,,
Ni V,1243.6680,0.0020,3d5.(2D3).4s 3D J=3,3d5.(2F1).4p 3D* J=3,2.63e+09,8.71e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1244.0240,0.0050,3d5.(4D).4s 5D J=4,3d5.(4D).4p 5D* J=3,1.90e+09,4.90e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2597,Webb_et_al_2025,1244.026,,
Ni V,1244.1850,0.0020,3d5.(2G1).4s 3G J=3,3d5.(2G1).4p 3F* J=2,5.35e+09,1.77e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",4017,Webb_et_al_2025,1244.185,,
Ni V,1244.1850,0.0020,3d5.(6S).4s 7S J=3,3d5.(6S).4p 7P* J=4,1.06e+10,3.51e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",4017,Webb_et_al_2025,1244.185,,
Ni V,1244.2810,0.0130,3d5.(2D1).4s 3D J=3,3d5.(2D1).4p 3F* J=3,2.86e+09,9.46e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1244.6590,0.0050,3d5.(2D3).4s 3D J=3,3d5.(4F).4p 5G* J=3,3.34e+08,1.11e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1244.7920,0.0040,3d5.(2I).4s 3I J=6,3d5.(2I).4p 1K* J=7,1.22e+09,2.18e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3512,Webb_et_al_2025,1244.788,,
Ni V,1244.9660,0.0080,3d5.(4F).4s 5F J=3,3d5.(4F).4p 5F* J=4,2.90e+09,9.61e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3372,Webb_et_al_2025,1244.965,,
Ni V,1244.9660,0.0080,3d5.(4D).4s 5D J=3,3d5.(4D).4p 5D* J=4,5.11e+08,1.70e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3372,Webb_et_al_2025,1244.965,,
Ni V,1244.9660,0.0080,3d5.(2F1).4s 1F J=3,3d5.(2G2).4p 3F* J=3,2.62e+08,8.69e-03,"NIST_ASD_v5.12;L21210,L3912,c153;T6653c93",3372,Webb_et_al_2025,1244.965,,
Ni V,1245.0690,0.0020,3d5.(2G2).4s 3G J=4,3d5.(4F).4p 3F* J=4,2.47e+09,6.36e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1245.1870,0.0100,3d5.(4F).4s 5F J=5,3d5.(2I).4p 1I* J=6,1.06e+10,2.24e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3610,Webb_et_al_2025,1245.184,,
Ni V,1245.1870,0.0100,3d5.(2G2).4s 1G J=4,3d5.(2H).4p 1H* J=5,1.46e+09,3.77e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3610,Webb_et_al_2025,1245.184,,
Ni V,1245.1870,0.0100,3d5.(2D1).4s 3D J=2,3d5.(2D1).4p 3F* J=3,4.54e+09,2.11e-01,"NIST_ASD_v5.12;L21210,L3912,c153;T6653c93",3610,Webb_et_al_2025,1245.184,,
Ni V,1245.2720,0.0130,3d5.(2I).4s 3I J=7,3d5.(2I).4p 1K* J=7,3.38e+08,5.23e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1245.3620,0.0130,3d5.(2D3).4s 3D J=2,3d5.(2F1).4p 3D* J=3,1.64e+09,7.60e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1245.4520,0.0200,3d5.(4D).4s 3D J=1,3d5.(4D).4p 3P* J=1,7.62e+08,5.91e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3815,Webb_et_al_2025,1245.448,,
Ni V,1245.4520,0.0200,3d5.(2G1).4s 3G J=5,3d5.(2G1).4p 3H* J=6,1.48e+10,3.14e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3815,Webb_et_al_2025,1245.448,,
Ni V,1245.5310,0.0050,3d5.(4F).4s 5F J=3,3d5.(4F).4p 5F* J=3,8.54e+08,2.83e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2581,Webb_et_al_2025,1245.539,,
Ni V,1245.9970,0.0050,3d5.(4F).4s 3F J=2,3d5.(4F).4p 3F* J=3,3.49e+08,1.62e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1246.1240,0.0220,3d5.(4F).4s 5F J=1,3d5.(2F1).4p 3D* J=2,4.22e+08,3.27e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1246.3620,0.0050,3d5.(2D3).4s 3D J=2,3d5.(4F).4p 5G* J=3,4.42e+08,2.06e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3457,Webb_et_al_2025,1246.365,,
Ni V,1246.5440,0.0050,3d5.(4D).4s 3D J=2,3d5.(4D).4p 3P* J=1,1.39e+09,6.46e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2296,Webb_et_al_2025,1246.549,,
Ni V,1246.8300,0.0220,3d5.(2D2).4s 3D J=1,3d5.(2D2).4p 3D* J=2,2.42e+09,1.88e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3325,Webb_et_al_2025,1246.836,,
Ni V,1246.8300,0.0220,3d5.(2D2).4s 1D J=2,3d5.(2D2).4p 1P* J=1,2.55e+09,1.19e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3325,Webb_et_al_2025,1246.836,,
Ni V,1247.3670,0.0050,3d5.(2D2).4s 3D J=2,3d5.(2D2).4p 3D* J=2,1.23e+09,5.73e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1247.6100,0.0220,3d5.(4F).4s 3F J=3,3d5.(4F).4p 3F* J=3,3.87e+09,1.29e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2707,Webb_et_al_2025,1247.612,,
Ni V,1247.6740,0.0050,3d5.(4F).4s 5F J=2,3d5.(4F).4p 5F* J=3,9.80e+08,4.57e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1248.0500,0.0020,3d5.(4F).4s 5F J=5,3d5.(2F1).4p 3F* J=4,1.61e+09,3.42e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1248.0910,0.0130,3d5.(2H).4s 3H J=4,3d5.(2F1).4p 1F* J=3,5.42e+08,1.41e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1248.2270,0.0130,3d5.(2G2).4s 3G J=4,3d5.(4F).4p 3D* J=3,6.96e+08,1.81e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1248.4450,0.0130,3d5.(2D2).4s 3D J=3,3d5.(2D2).4p 3D* J=2,1.61e+09,5.37e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2590,Webb_et_al_2025,1248.495,,
Ni V,1248.4950,0.0050,3d5.(2H).4s 1H J=5,3d5.(2G2).4p 1H* J=5,2.82e+09,5.99e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2590,Webb_et_al_2025,1248.495,,
Ni V,1248.8260,0.0020,3d5.(2F2).4s 3F J=4,3d5.(2H).4p 1H* J=5,1.97e+09,5.10e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1249.4420,0.0050,3d5.(4F).4s 5F J=1,3d5.(4F).4p 5F* J=1,1.09e+09,8.47e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1249.4960,0.0040,3d3.(2P).4s 3P J=1,3d3.(4P).4p 3S* J=1,1.1e+08,9.e-03,NIST_ASD_v5.12;L3625;T6653c93,2922,Hu_et_al_2021,1249.4897,9.0e-03,8.47E+09
Ni V,1249.5340,0.0020,3d5.(4G).4s 5G J=5,3d5.(4G).4p 5F* J=4,5.33e+09,1.13e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2831,Webb_et_al_2025,1249.532,,
Ni V,1250.0430,0.0220,3d5.(4G).4s 5G J=4,3d5.(4G).4p 5F* J=4,1.69e+09,4.40e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2890,Webb_et_al_2025,1250.045,,
Ni V,1250.0430,0.0220,3d5.(4G).4s 5G J=3,3d5.(4G).4p 5F* J=4,6.39e+08,2.14e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2890,Webb_et_al_2025,1250.045,,
Ni V,1250.3970,0.0200,3d5.(4D).4s 5D J=3,3d5.(4D).4p 5D* J=3,1.70e+09,5.69e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3954,Webb_et_al_2025,1250.396,,
Ni V,1250.3970,0.0200,3d5.(4G).4s 5G J=6,3d5.(4G).4p 5H* J=7,1.74e+10,3.13e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3954,Webb_et_al_2025,1250.396,,
Ni V,1250.3970,0.0200,3d5.(2H).4s 3H J=5,3d5.(2G2).4p 3F* J=4,1.72e+09,3.67e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3954,Webb_et_al_2025,1250.396,,
Ni V,1250.5430,0.0050,3d5.(2D3).4s 1D J=2,3d5.(2D3).4p 1P* J=1,3.15e+09,1.47e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1250.6850,0.0050,3d5.(2F2).4s 3F J=2,3d5.(2F2).4p 1D* J=2,5.45e+08,2.56e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1250.7360,0.0040,3d3.(2D1).4s 1D J=2,3d3.(2D1).4p 1P* J=1,3.90e+09,1.8e-01,NIST_ASD_v5.12;L3625;T6653c93,2380,Hu_et_al_2021,1250.7350,1.8e-01,8.62E+09
Ni V,1250.7820,0.0050,3d5.(2F1).4s 3F J=4,3d5.(2G2).4p 3H* J=4,8.97e+08,2.34e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1250.9030,0.0130,3d5.(2D1).4s 3D J=2,3d5.(2D1).4p 3F* J=2,2.00e+09,9.38e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1251.2930,0.0050,3d5.(2D3).4s 3D J=3,3d5.(2F1).4p 3G* J=3,2.54e+08,8.51e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1251.8370,0.0020,3d5.(4G).4s 3G J=5,3d5.(4G).4p 3G* J=5,1.13e+10,2.42e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3583,Webb_et_al_2025,1251.835,,
Ni V,1252.0730,0.0050,3d5.(2D3).4s 3D J=1,3d5.(4F).4p 5G* J=2,2.00e+09,1.57e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2727,Webb_et_al_2025,1252.075,,
Ni V,1252.1690,0.0150,3d5.(2D1).4s 3D J=1,3d5.(2D1).4p 3F* J=2,3.18e+09,2.49e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1252.1690,0.0150,3d5.(4G).4s 5G J=6,3d5.(4G).4p 5F* J=5,7.89e+09,1.43e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1252.2820,0.0040,3d5.(2I).4s 3I J=6,3d5.(2I).4p 3H* J=6,3.94e+09,7.11e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3105,Webb_et_al_2025,1252.281,,
Ni V,1252.3470,0.0050,3d5.(2I).4s 3I J=5,3d5.(2I).4p 3H* J=6,7.83e+08,1.67e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1252.3940,0.0050,3d5.(4G).4s 3G J=5,3d5.(4G).4p 3G* J=4,4.10e+08,8.78e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1252.4780,0.0050,3d5.(4D).4s 3D J=1,3d5.(4D).4p 3P* J=0,5.54e+08,4.34e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1252.7180,0.0130,3d5.(2F1).4s 3F J=3,3d5.(2F1).4p 3F* J=3,1.13e+09,3.82e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1252.7770,0.0040,3d5.(2I).4s 3I J=7,3d5.(2I).4p 3H* J=6,9.26e+09,1.45e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1253.0250,0.0200,3d5.(2D3).4s 3D J=2,3d5.(2F1).4p 3G* J=3,1.24e+09,5.83e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1253.0250,0.0200,3d5.(4G).4s 5G J=2,3d5.(4G).4p 5F* J=3,1.46e+08,6.84e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1253.0970,0.0050,3d5.(4G).4s 3G J=4,3d5.(4G).4p 3G* J=5,3.61e+08,9.44e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1253.2050,0.0100,3d5.(4G).4s 5G J=4,3d5.(4G).4p 5F* J=3,1.85e+09,4.84e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2063,Webb_et_al_2025,1253.222,,
Ni V,1253.2050,0.0100,3d5.(4G).4s 5G J=3,3d5.(4G).4p 5F* J=3,7.00e+08,2.35e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2063,Webb_et_al_2025,1253.222,,
Ni V,1253.2050,0.0100,3d5.(4F).4s 5F J=4,3d5.(2D3).4p 3D* J=3,4.59e+08,1.20e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2063,Webb_et_al_2025,1253.222,,
Ni V,1253.3010,0.0050,3d5.(4G).4s 3G J=4,3d5.(4D).4p 5D* J=4,2.48e+09,6.48e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1253.4940,0.0200,3d5.(2D2).4s 3D J=1,3d5.(2D2).4p 3D* J=1,1.84e+09,1.45e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2329,Webb_et_al_2025,1253.491,,
Ni V,1253.4940,0.0200,3d5.(4G).4s 5G J=5,3d5.(4G).4p 5F* J=5,1.61e+09,3.43e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2329,Webb_et_al_2025,1253.491,,
Ni V,1253.5990,0.0130,3d5.(2F2).4s 3F J=3,3d5.(2F2).4p 3F* J=4,7.05e+08,2.37e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1253.6680,0.0040,3d5.(4G).4s 3G J=4,3d5.(4G).4p 3G* J=4,5.92e+09,1.55e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3570,Webb_et_al_2025,1253.663,,
Ni V,1253.9960,0.0200,3d5.(2F1).4s 3F J=4,3d5.(4F).4p 5F* J=5,4.27e+08,1.12e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1253.9960,0.0200,3d5.(4G).4s 3G J=3,3d5.(4G).4p 3G* J=3,6.68e+09,2.25e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1253.9960,0.0200,3d5.(4G).4s 5G J=4,3d5.(4G).4p 5F* J=5,1.83e+09,4.78e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1254.2000,0.0020,3d5.(2F1).4s 1F J=3,3d5.(2F1).4p 1D* J=2,3.22e+09,1.08e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",4221,Webb_et_al_2025,1254.197,,
Ni V,1254.4210,0.0100,3d5.(4F).4s 3F J=2,3d5.(4F).4p 3D* J=1,2.31e+09,1.09e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",1323,Webb_et_al_2025,1254.429,,
Ni V,1254.4210,0.0100,3d5.(4F).4s 5F J=1,3d5.(4F).4p 5F* J=2,1.12e+09,8.77e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",1323,Webb_et_al_2025,1254.429,,
Ni V,1254.4210,0.0100,3d5.(4G).4s 3G J=4,3d5.(4G).4p 3G* J=3,6.66e+08,1.74e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",1323,Webb_et_al_2025,1254.429,,
Ni V,1254.5410,0.0050,3d5.(2F1).4s 3F J=3,3d5.(2F1).4p 3F* J=2,5.85e+08,1.97e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1254.8610,0.0050,3d5.(2G2).4s 1G J=4,3d5.(2G2).4p 1F* J=3,2.48e+09,6.50e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2171,Webb_et_al_2025,1254.866,,
Ni V,1255.5760,0.0050,3d5.(4F).4s 5F J=3,3d5.(2D3).4p 3D* J=3,3.38e+08,1.14e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1255.7480,0.0080,3d5.(2D3).4s 3D J=2,3d5.(2D3).4p 3P* J=1,2.48e+09,1.17e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2900,Webb_et_al_2025,1255.747,,
Ni V,1255.7480,0.0080,3d5.(2F2).4s 3F J=3,3d5.(2G2).4p 1F* J=3,6.45e+08,2.18e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2900,Webb_et_al_2025,1255.747,,
Ni V,1255.8050,0.0200,3d5.(4G).4s 5G J=2,3d5.(4P).4p 5D* J=2,1.84e+08,8.67e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2232,Webb_et_al_2025,1255.818,,
Ni V,1255.8050,0.0200,3d5.(2F1).4s 3F J=2,3d5.(2F1).4p 3D* J=2,8.55e+08,4.05e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2232,Webb_et_al_2025,1255.818,,
Ni V,1256.0310,0.0080,3d5.(4G).4s 5G J=3,3d5.(4P).4p 5D* J=2,5.80e+08,1.95e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2136,Webb_et_al_2025,1256.024,,
Ni V,1256.0310,0.0080,3d5.(2F1).4s 3F J=3,3d5.(2F1).4p 3G* J=4,2.09e+09,7.05e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2136,Webb_et_al_2025,1256.024,,
Ni V,1256.2210,0.0040,3d5.(4G).4s 5G J=2,3d5.(4P).4p 5D* J=1,1.62e+08,7.67e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3042,Webb_et_al_2025,1256.222,,
Ni V,1256.3030,0.0130,3d5.(4G).4s 5G J=6,3d5.(4G).4p 5H* J=6,5.26e+07,9.57e-04,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1256.3790,0.0200,3d5.(2F2).4s 3F J=4,3d5.(2F2).4p 3F* J=4,3.95e+09,1.04e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2988,Webb_et_al_2025,1256.371,,
Ni V,1256.3790,0.0200,3d5.(2F1).4s 3F J=2,3d5.(2D3).4p 1F* J=3,1.23e+09,5.82e-02,"NIST_ASD_v5.12;L21210,L3912,c153;T6653c93",2988,Webb_et_al_2025,1256.371,,
